"gene_id" "sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10" "sample11" "sample12" "sample13" "sample14" "sample15" "sample16" "sample17" "sample18" "sample19" "sample20" "sample21" "sample22" "sample23" "sample24" "sample25" "sample26" "sample27" "sample28" "sample29" "sample30" "sample31" "sample32" "sample33"
"gene_id_183" 5 7 7 6 8 13 12 24 58 13 9 10 6 7 5 16 7 7 5 11 5 5 7 15 6 32 12 168 10 5 12 7 6
"gene_id_184" 6 6 7 6 8 5 7 11 45 5 7 11 6 6 6 7 6 7 5 10 6 6 7 18 6 53 8 135 12 7 12 7 11
"gene_id_185" 6 6 7 6 8 5 7 10 43 5 6 13 6 6 6 6 5 7 5 11 6 6 7 15 6 51 9 130 11 7 11 7 14
"gene_id_186" 8 7 12 6 8 7 7 7 41 7 7 19 6 5 6 8 6 10 8 9 7 6 5 21 6 32 11 148 9 5 9 7 3
"gene_id_187" 8 6 12 5 5 6 8 10 40 7 7 16 6 7 6 6 9 11 8 9 7 6 7 21 6 32 10 146 8 7 8 7 6
"gene_id_188" 7 5 11 5 5 5 8 12 37 7 7 15 6 7 6 9 10 9 7 8 7 6 5 20 6 33 16 138 7 7 5 7 5
"gene_id_189" 6 5 11 5 6 7 7 12 36 5 7 14 6 7 6 8 10 9 9 8 7 6 6 21 6 30 15 139 6 7 5 5 8
"gene_id_190" 6 5 12 6 6 7 8 15 33 7 7 13 6 7 6 9 10 8 11 9 7 6 6 19 6 32 17 136 9 7 9 5 4
"gene_id_191" 5 6 10 6 7 7 8 18 36 5 5 11 6 7 6 9 11 6 11 9 7 6 5 17 6 31 16 139 9 7 9 5 4
"gene_id_192" 5 7 7 6 8 9 8 15 33 7 6 6 6 7 6 9 6 7 13 7 7 6 7 17 6 29 13 125 6 7 10 6 8
"gene_id_193" 8 5 6 7 7 10 8 17 34 8 10 11 6 8 6 10 6 8 16 7 7 6 7 17 6 30 11 134 5 7 9 5 7
"gene_id_194" 7 7 7 5 9 5 11 5 54 7 7 8 6 7 6 10 7 6 6 8 6 6 7 14 6 52 6 155 7 7 8 6 9
"gene_id_195" 9 7 7 6 7 8 12 10 44 7 7 7 6 7 6 6 7 6 6 5 7 6 7 19 6 48 10 150 7 7 9 7 14
"gene_id_196" 7 7 7 6 11 7 6 10 43 5 8 9 6 7 6 17 7 12 6 7 7 6 5 18 6 45 11 141 9 7 9 7 5
"gene_id_197" 9 7 7 6 5 7 16 7 22 7 9 13 6 6 6 22 6 7 8 13 7 5 5 19 9 40 9 158 6 7 11 7 6
"gene_id_198" 9 7 7 6 8 6 10 7 31 5 7 17 6 5 6 16 7 5 8 10 7 6 7 20 9 37 11 140 10 5 8 5 11
"gene_id_199" 8 7 7 6 6 6 7 16 30 8 7 18 6 5 6 17 7 6 8 6 6 6 7 27 5 35 11 143 8 7 10 6 12
"gene_id_200" 9 7 7 6 9 7 9 12 22 7 7 15 6 6 6 13 7 7 8 10 6 6 7 34 8 34 5 151 9 5 9 6 6
"gene_id_201" 8 7 7 6 12 6 9 11 25 10 7 15 6 8 6 14 7 7 8 11 7 6 7 32 6 36 7 149 7 7 8 6 5
"gene_id_202" 7 7 7 6 9 7 9 15 24 8 7 14 6 7 6 15 7 7 8 11 5 6 7 32 6 38 7 150 7 7 14 5 6
"gene_id_203" 6 7 7 6 8 7 5 6 24 7 7 9 6 5 6 17 6 7 6 13 7 6 7 26 5 42 14 158 6 7 19 7 14
"gene_id_204" 8 5 7 5 8 6 6 11 31 10 6 11 7 11 6 14 5 7 7 8 7 6 10 11 6 49 9 114 14 7 14 6 6
"gene_id_205" 7 6 7 6 8 9 6 10 32 8 6 8 5 12 6 8 7 5 6 10 7 6 10 11 6 47 9 116 15 7 16 7 4
"gene_id_206" 8 7 7 5 5 8 10 10 24 6 7 5 6 11 6 8 7 6 8 9 7 6 7 15 6 43 10 136 14 7 12 7 14
"gene_id_207" 5 7 7 5 10 5 10 7 18 5 7 5 6 9 6 13 7 8 7 10 5 6 7 15 6 34 7 154 5 7 12 7 10
"gene_id_208" 5 7 7 7 10 5 9 10 20 8 7 5 6 5 6 19 8 7 7 9 5 6 7 11 6 41 6 169 5 7 10 7 6
"gene_id_209" 6 6 7 8 13 7 9 5 20 6 7 5 6 7 6 19 8 7 6 5 7 6 7 10 6 29 8 174 5 7 8 7 8
"gene_id_210" 5 7 7 9 9 7 8 6 18 7 7 5 6 7 6 22 8 6 6 6 7 6 7 9 6 27 8 148 5 7 7 7 12
"gene_id_211" 5 7 7 9 10 7 10 6 18 7 7 11 6 7 6 24 8 6 7 6 7 5 7 7 6 27 7 152 9 7 7 7 7
"gene_id_212" 5 7 7 6 6 6 7 10 18 7 7 5 6 8 6 17 7 7 8 6 7 6 6 8 6 39 9 160 6 7 7 7 8
"gene_id_213" 5 5 7 6 6 7 7 10 9 5 7 7 9 11 6 20 6 7 13 6 7 6 6 9 6 28 6 160 5 6 9 5 12
"gene_id_214" 6 6 7 6 5 7 9 5 20 5 7 8 9 8 6 26 7 5 13 7 7 6 7 11 6 31 7 161 9 8 10 6 8
"gene_id_215" 6 6 7 6 8 7 8 5 20 6 7 5 9 7 6 24 6 7 11 6 7 6 7 12 6 30 5 151 9 7 10 6 8
"gene_id_216" 6 7 7 6 5 7 13 5 23 7 7 5 5 8 6 32 8 7 10 10 8 6 10 14 6 33 5 145 8 6 6 7 5
"gene_id_217" 6 6 7 6 8 7 12 7 19 7 7 6 5 8 6 30 6 5 10 10 6 6 10 15 6 37 5 153 7 6 9 5 9
"gene_id_218" 6 6 7 6 5 7 12 7 21 7 5 6 6 7 6 30 7 5 10 10 7 6 11 15 6 38 5 156 8 5 11 6 7
"gene_id_219" 5 5 7 6 8 7 9 7 22 7 5 5 6 7 6 27 7 5 9 6 6 6 12 12 6 34 7 152 9 5 12 6 8
"gene_id_220" 6 5 7 6 8 7 11 8 24 7 5 5 6 7 6 26 7 5 9 10 6 6 11 11 6 34 9 171 9 6 13 6 7
"gene_id_221" 7 5 7 6 8 7 10 7 21 7 6 7 6 5 6 20 7 6 12 11 5 6 12 8 6 38 10 166 6 6 13 6 8
"gene_id_222" 5 5 7 6 8 7 8 9 22 7 5 13 6 7 6 15 7 6 17 20 7 6 8 9 6 42 12 167 9 8 11 5 4
"gene_id_223" 5 7 7 6 8 7 9 10 23 7 5 13 6 5 6 16 7 6 17 21 7 6 9 12 6 47 15 158 5 7 9 5 8
"gene_id_224" 8 7 7 6 8 7 9 10 38 5 7 14 6 7 6 14 7 5 17 20 7 6 7 13 6 43 15 154 7 7 11 5 4
"gene_id_225" 6 7 7 6 5 7 9 7 32 6 7 13 6 5 6 21 7 6 14 18 7 6 7 15 6 44 12 150 7 7 11 7 4
"gene_id_226" 7 7 7 6 8 7 11 6 38 6 5 15 6 7 6 29 8 5 8 12 7 6 7 13 6 33 12 138 8 5 15 7 4
"gene_id_227" 7 7 7 6 6 7 11 7 32 6 8 12 6 7 6 30 8 7 8 9 7 6 5 12 6 32 11 141 8 7 16 7 4
"gene_id_228" 7 7 7 6 6 7 12 7 32 5 8 13 6 7 6 28 7 7 8 7 7 5 7 12 6 32 12 134 9 5 18 7 11
"gene_id_229" 5 7 7 6 8 11 6 7 26 7 7 18 6 7 6 14 8 6 6 10 7 6 6 13 6 49 12 136 10 7 12 6 6
"gene_id_230" 5 7 5 6 6 5 9 5 35 7 7 7 6 7 6 10 5 5 5 5 7 6 10 15 6 31 16 134 11 11 10 7 10
"gene_id_231" 7 7 5 6 5 7 9 6 28 7 7 9 6 7 6 10 5 7 6 10 7 6 9 21 6 39 16 140 14 8 5 7 8
"gene_id_232" 7 7 5 6 5 7 9 6 28 7 7 9 6 7 6 10 5 7 6 10 7 6 9 22 6 40 17 140 14 8 5 7 8
"gene_id_233" 8 7 7 6 8 7 7 10 28 7 11 11 6 7 6 9 5 9 8 5 7 6 10 26 6 46 11 156 15 6 10 7 5
"gene_id_234" 8 7 7 6 8 7 7 10 24 7 9 9 6 6 6 10 5 8 8 6 7 6 10 23 6 47 11 161 15 6 5 7 6
"gene_id_235" 8 7 7 6 6 7 6 10 27 7 9 8 6 6 6 10 7 8 8 10 7 6 10 25 6 48 10 147 15 7 10 7 11
"gene_id_236" 8 7 7 6 7 7 6 10 29 7 9 11 6 6 6 10 7 8 8 6 7 6 10 25 6 47 11 161 15 7 10 7 4
"gene_id_237" 9 7 7 6 6 7 6 10 29 5 10 11 6 5 6 11 7 8 8 10 7 6 8 25 6 42 12 165 15 7 5 7 6
"gene_id_238" 9 7 7 6 7 7 8 10 27 5 10 15 6 6 6 12 5 8 8 5 7 6 8 25 6 45 13 170 14 7 5 7 2
"gene_id_239" 10 7 6 5 8 7 9 10 23 9 7 6 6 7 6 10 13 12 5 7 7 5 7 21 6 46 6 140 8 5 10 11 7
"gene_id_240" 10 7 5 6 8 5 9 6 25 9 7 5 6 7 6 12 13 11 8 6 6 5 7 24 6 40 5 138 8 5 10 11 7
"gene_id_241" 10 7 5 6 8 7 10 6 44 6 7 11 7 7 6 11 10 8 5 9 7 7 7 22 6 41 5 133 8 6 10 11 7
"gene_id_242" 5 7 5 7 8 7 7 7 53 7 7 7 6 7 6 19 7 7 10 9 5 5 11 20 6 47 8 151 7 8 6 8 6
"gene_id_243" 6 7 5 7 8 7 8 6 52 7 7 6 6 7 6 17 6 7 10 10 5 5 13 21 6 46 9 142 7 7 6 7 13
"gene_id_244" 10 7 7 6 8 5 5 16 29 7 7 5 6 7 6 19 6 5 8 11 7 5 12 8 6 44 8 139 7 7 5 7 7
"gene_id_245" 8 7 7 6 5 10 8 5 44 7 7 8 6 7 6 17 6 7 6 14 5 6 7 14 6 43 9 151 6 7 10 7 2
"gene_id_246" 5 7 7 6 7 7 9 11 22 7 9 8 6 6 6 15 9 7 6 8 7 6 6 19 6 40 13 152 16 7 5 5 11
"gene_id_247" 5 7 7 6 9 5 5 20 22 7 8 5 6 7 6 18 8 7 5 7 7 6 7 20 6 44 14 159 13 7 7 5 12
"gene_id_248" 6 7 7 6 9 5 5 22 22 7 7 5 6 5 6 17 6 7 5 7 7 6 7 20 6 44 14 159 15 7 7 6 7
"gene_id_249" 5 7 7 6 9 6 5 20 25 7 7 5 6 7 6 18 6 7 8 7 6 6 7 21 6 41 13 159 14 7 7 7 1
"gene_id_250" 6 7 7 6 9 8 9 21 27 7 7 5 6 5 6 17 7 7 6 6 6 6 7 21 6 42 13 157 15 7 7 6 6
"gene_id_251" 6 7 7 6 8 8 6 23 28 7 5 11 6 7 6 16 7 7 8 8 7 6 7 21 6 40 13 145 15 7 9 7 8
"gene_id_252" 6 5 7 6 8 7 8 12 50 7 7 9 6 5 6 20 7 7 7 12 7 6 8 12 6 33 17 144 5 5 12 7 11
"gene_id_253" 8 7 7 6 8 5 6 11 46 7 7 9 6 6 6 17 7 7 7 11 6 6 6 9 6 27 12 143 8 5 11 7 7
"gene_id_254" 8 7 7 6 8 7 6 13 46 7 7 9 6 5 6 16 7 7 7 11 6 6 7 10 6 22 12 141 7 5 11 7 11
"gene_id_255" 6 7 7 6 5 5 7 16 55 7 6 8 6 9 6 14 5 7 6 7 5 6 8 8 6 18 10 124 9 5 10 7 6
"gene_id_256" 6 7 7 6 6 7 8 15 48 5 6 10 6 9 6 13 7 7 6 5 6 6 8 7 6 16 9 133 9 5 7 5 4
"gene_id_257" 7 6 5 7 6 5 9 19 54 7 8 8 6 10 6 12 7 7 6 5 5 6 11 8 6 22 11 136 9 6 8 5 5
"gene_id_258" 6 7 9 6 6 7 7 18 27 8 12 9 6 10 6 21 7 7 6 5 7 6 9 10 6 33 11 142 8 6 11 6 5
"gene_id_259" 5 7 7 5 6 7 9 13 30 6 11 8 6 7 6 17 6 6 12 5 7 6 6 11 5 35 15 145 10 7 9 7 4
"gene_id_260" 5 7 7 5 6 7 5 9 29 5 7 9 6 7 6 16 6 5 14 6 7 6 7 13 6 36 16 135 10 7 10 9 5
"gene_id_261" 8 5 7 7 6 7 7 5 32 12 7 5 6 7 6 21 7 5 8 14 7 6 7 16 6 32 9 137 9 11 13 7 11
"gene_id_262" 9 5 7 8 6 7 6 10 28 11 7 6 6 7 6 22 7 7 10 12 7 6 7 15 6 36 8 135 9 9 9 7 7
"gene_id_263" 7 7 7 10 5 7 9 10 22 10 7 9 6 7 6 24 7 6 8 12 6 6 7 17 6 35 9 142 5 14 8 9 12
"gene_id_264" 7 7 7 8 5 7 9 10 12 9 7 8 6 7 6 24 7 7 6 11 7 6 5 15 6 29 11 138 9 9 9 9 2
"gene_id_265" 5 7 7 6 5 7 9 7 14 5 5 10 6 11 6 14 7 6 7 10 6 6 5 13 6 43 11 131 8 7 6 7 3
"gene_id_266" 5 7 7 6 5 5 9 7 16 6 5 9 6 11 6 13 8 6 6 10 5 6 5 13 6 43 12 128 9 7 10 7 8
"gene_id_267" 6 7 7 6 5 5 9 7 16 5 7 9 6 12 6 14 9 6 6 10 9 6 6 10 7 47 14 131 9 7 8 7 7
"gene_id_268" 6 7 7 6 8 7 9 7 16 7 7 8 6 8 6 16 7 10 5 10 8 6 6 10 7 44 12 118 11 5 6 7 9
"gene_id_269" 7 7 7 6 8 5 9 8 19 7 7 8 6 8 6 15 6 10 5 10 8 6 6 11 7 42 12 118 11 6 7 7 8
"gene_id_270" 5 7 7 6 8 7 16 6 18 7 7 7 6 7 6 9 7 9 8 10 7 6 7 18 10 35 11 135 7 10 8 6 8
"gene_id_271" 5 7 7 6 8 5 20 7 16 7 6 11 6 7 6 7 7 6 8 6 5 6 7 21 7 38 6 137 8 14 9 5 7
"gene_id_272" 5 7 7 6 8 6 21 7 21 7 7 11 6 7 6 8 7 7 8 6 5 6 8 23 7 37 8 138 8 13 8 7 12
"gene_id_273" 8 7 5 6 6 7 16 11 30 6 6 12 6 7 6 13 11 7 7 6 5 6 5 16 6 35 9 173 12 7 11 7 6
"gene_id_274" 10 7 5 6 5 6 14 6 29 5 7 15 6 7 6 12 10 7 8 10 8 6 7 15 6 46 9 181 9 7 12 7 4
"gene_id_275" 5 7 7 6 8 6 15 10 39 7 7 9 6 5 6 18 7 7 6 11 7 6 7 13 6 40 12 165 18 7 11 6 9
"gene_id_276" 5 7 7 6 13 7 5 5 37 7 7 9 6 7 6 9 6 7 8 9 6 6 7 13 6 46 15 135 11 7 14 5 7
"gene_id_277" 5 7 7 6 16 7 6 7 30 5 7 8 6 8 6 15 8 7 7 9 12 6 8 11 6 49 15 144 9 5 10 6 6
"gene_id_278" 5 7 7 5 12 7 9 8 34 6 7 8 6 8 6 15 10 7 7 10 11 5 6 11 6 47 12 138 15 6 11 5 8
"gene_id_279" 5 7 7 5 13 7 9 10 34 6 7 8 6 8 6 17 10 7 8 9 10 6 7 9 6 46 14 132 12 5 12 5 3
"gene_id_280" 8 7 7 6 10 5 13 12 50 7 7 5 6 7 6 15 8 7 12 9 10 5 6 11 6 43 14 133 11 5 8 7 10
"gene_id_281" 6 7 6 6 9 9 14 12 42 7 7 8 6 7 6 15 7 7 11 8 7 6 8 10 6 41 15 143 14 7 10 7 4
"gene_id_282" 6 7 7 6 6 6 7 11 21 7 7 21 6 7 6 22 8 7 7 10 7 5 8 15 6 40 18 154 8 6 15 7 8
"gene_id_283" 9 7 9 6 6 7 11 8 39 5 10 13 6 7 6 21 8 7 7 14 6 6 6 21 5 47 8 157 9 7 14 8 7
"gene_id_284" 5 5 5 6 10 7 15 7 40 5 6 10 6 7 6 19 9 8 7 10 8 6 7 19 6 43 6 158 6 7 13 6 6
"gene_id_285" 5 7 7 6 6 9 6 10 38 7 8 14 6 7 6 11 6 7 8 8 7 6 7 9 6 33 12 128 6 7 8 7 9
"gene_id_286" 5 7 7 6 6 5 9 12 52 7 6 16 6 7 6 14 5 10 5 6 8 6 7 6 6 21 12 118 5 5 5 7 8
"gene_id_287" 6 7 7 6 5 7 5 6 44 7 7 10 6 7 6 13 7 9 5 7 5 6 7 5 6 20 11 105 5 7 5 7 8
"gene_id_288" 6 7 7 6 5 5 9 6 46 7 7 13 6 7 6 12 7 10 5 7 7 6 7 13 6 21 13 111 5 7 10 7 8
"gene_id_289" 5 7 7 6 8 5 9 6 46 7 7 13 6 7 6 13 7 9 5 6 7 6 7 13 6 19 11 99 9 7 7 7 7
"gene_id_290" 5 7 7 6 8 7 5 6 47 7 7 14 6 7 6 14 7 9 5 6 7 6 7 13 6 20 10 98 6 7 5 7 11
"gene_id_291" 6 5 7 6 10 7 9 7 26 10 5 7 6 6 6 13 7 7 9 7 7 5 7 9 6 36 11 131 12 8 14 7 7
"gene_id_292" 9 5 7 6 9 5 9 5 25 8 5 9 6 5 6 12 7 7 7 5 9 6 7 8 6 38 10 120 11 7 10 7 3
"gene_id_293" 8 7 7 6 9 7 9 5 26 8 5 5 6 7 6 9 7 7 8 10 8 6 7 7 6 34 7 100 10 7 10 7 8
"gene_id_294" 8 7 7 5 7 5 9 10 24 8 5 7 6 7 6 9 7 7 8 10 7 6 7 5 6 33 7 93 8 5 11 7 8
"gene_id_295" 7 7 7 6 6 6 6 5 15 7 9 9 6 7 6 15 7 7 9 5 5 6 6 21 6 44 6 150 9 7 12 7 5
"gene_id_296" 8 7 7 6 7 7 9 10 15 7 5 11 6 7 6 13 7 7 5 6 7 6 5 18 6 46 11 165 9 5 10 7 13
"gene_id_297" 9 7 7 6 7 8 9 5 18 7 6 10 6 7 6 13 7 7 6 7 7 6 6 18 6 44 5 163 5 6 10 7 8
"gene_id_298" 9 7 7 6 8 6 9 5 15 7 6 10 6 7 6 12 7 7 6 6 7 6 6 19 6 45 5 162 5 6 10 7 8
"gene_id_299" 8 7 7 6 9 6 9 10 13 7 7 8 6 7 6 11 7 7 7 6 7 6 6 15 6 42 6 150 5 6 9 7 6
"gene_id_300" 9 7 7 6 9 7 5 10 12 8 7 9 6 7 6 6 5 7 6 10 7 6 5 15 6 36 5 152 6 8 7 7 11
"gene_id_301" 9 7 7 6 8 7 9 5 12 7 7 7 6 7 6 6 5 7 8 10 7 6 5 18 6 41 7 142 6 6 5 7 7
"gene_id_302" 8 7 7 6 7 6 9 5 12 7 7 7 6 7 6 7 7 7 8 10 7 6 7 15 6 40 6 142 6 5 6 7 7
"gene_id_303" 7 7 5 6 8 7 9 5 12 8 7 7 6 7 6 7 5 7 8 10 7 6 7 17 6 37 6 143 7 6 6 7 9
"gene_id_304" 8 7 5 6 10 6 9 6 10 6 7 8 6 7 6 9 7 7 8 10 7 6 7 18 6 34 7 148 8 7 8 7 5
"gene_id_305" 6 7 5 6 11 5 9 7 11 7 7 10 6 7 6 10 7 7 8 5 7 6 7 17 6 34 7 153 8 7 8 7 6
"gene_id_306" 5 7 7 8 8 7 5 10 44 15 7 11 6 7 6 16 7 7 8 10 7 6 5 8 9 20 12 126 5 7 11 8 9
"gene_id_307" 6 7 7 8 5 5 9 10 31 14 7 11 5 7 6 17 7 5 8 11 7 6 7 7 6 18 10 147 5 7 9 9 8
"gene_id_308" 6 7 7 6 5 7 8 10 18 6 7 11 6 7 6 8 7 7 8 9 7 6 7 13 6 37 10 109 9 7 9 7 8
"gene_id_309" 5 7 7 5 6 7 7 10 17 5 7 5 5 7 6 10 7 7 7 10 5 6 7 13 6 37 11 109 9 7 12 7 7
"gene_id_310" 5 7 7 6 7 8 9 7 16 10 7 11 6 7 5 23 8 5 7 8 6 5 5 7 6 40 9 144 9 7 10 7 8
"gene_id_311" 8 7 8 6 6 10 6 10 24 8 7 16 5 7 6 12 13 5 9 12 5 6 6 13 6 53 10 161 9 7 8 7 4
"gene_id_312" 7 7 7 6 5 7 9 8 41 7 9 9 6 5 6 20 5 7 8 9 7 6 12 13 6 32 11 151 9 7 14 7 8
"gene_id_313" 7 7 7 6 6 7 9 7 39 7 10 9 6 9 6 13 5 7 7 9 7 5 10 15 6 26 12 152 9 7 11 7 5
"gene_id_314" 7 7 7 6 6 7 9 7 39 7 11 10 6 9 6 14 7 7 7 8 7 6 11 15 6 26 12 160 9 7 11 7 10
"gene_id_315" 6 7 7 6 6 7 9 8 48 7 10 12 6 8 6 16 7 7 7 8 7 6 11 16 6 29 12 161 9 7 10 5 7
"gene_id_316" 5 7 7 6 7 7 9 11 49 5 6 15 6 5 6 23 7 7 7 14 5 8 11 18 6 29 9 138 9 7 9 10 5
"gene_id_317" 5 7 7 6 6 7 9 7 47 7 8 15 6 5 6 22 7 7 8 14 6 10 11 22 6 27 10 150 9 7 10 13 10
"gene_id_318" 7 7 6 6 7 5 9 5 58 5 5 11 6 7 6 20 5 7 9 19 5 11 6 18 6 30 6 157 5 7 10 15 8
"gene_id_319" 5 7 7 6 7 7 9 6 51 7 7 12 6 7 6 18 7 7 11 19 7 9 7 18 6 29 7 161 6 7 9 9 6
"gene_id_320" 8 7 7 6 8 7 7 14 37 10 6 15 5 7 6 18 7 7 11 12 7 5 5 21 6 36 16 135 5 8 14 9 4
"gene_id_321" 8 7 7 6 8 7 8 11 34 8 5 11 6 7 6 17 7 7 11 14 7 6 10 21 6 37 17 131 6 10 15 10 9
"gene_id_322" 8 7 7 6 8 7 8 13 35 8 5 11 6 7 6 15 7 7 12 12 7 6 12 23 6 40 17 130 6 10 15 9 3
"gene_id_323" 8 7 7 6 7 6 6 9 36 9 6 11 6 7 6 22 7 10 8 14 10 6 10 15 5 49 14 121 11 7 5 5 6
"gene_id_324" 8 7 7 6 7 6 6 9 37 11 6 11 6 6 6 21 7 11 8 14 9 6 10 12 5 50 14 117 11 7 10 5 4
"gene_id_325" 7 7 5 6 8 5 5 17 25 6 7 7 6 7 6 22 7 7 8 11 7 6 7 12 6 38 13 118 9 5 8 7 6
"gene_id_326" 7 7 5 6 8 5 5 17 26 6 7 6 6 7 6 22 8 7 8 11 7 6 6 13 6 39 14 113 9 7 8 5 6
"gene_id_327" 7 5 5 6 8 5 5 17 27 5 7 6 6 7 6 23 8 7 5 10 7 6 7 13 6 42 11 110 9 7 8 7 11
"gene_id_328" 8 7 7 6 8 7 9 14 32 7 5 6 5 7 6 16 10 7 11 8 5 6 11 15 6 37 7 109 9 7 12 7 3
"gene_id_329" 6 7 7 6 8 7 9 14 31 7 5 7 5 7 6 17 12 7 11 7 7 6 10 14 6 38 7 110 9 7 12 7 6
"gene_id_330" 7 7 7 6 8 7 5 10 33 7 6 7 6 7 6 16 11 7 11 7 7 6 10 13 6 42 7 108 9 7 11 7 8
"gene_id_331" 6 7 5 6 8 6 10 6 30 8 5 8 6 7 6 15 7 7 8 10 7 6 7 17 6 40 9 127 7 7 7 6 8
"gene_id_332" 6 7 5 6 8 6 10 6 25 9 7 10 6 7 6 15 7 7 8 10 7 6 7 16 6 40 8 127 7 7 7 6 7
"gene_id_333" 5 7 5 6 8 7 10 10 21 8 6 11 6 7 6 13 7 7 7 10 7 6 7 17 6 38 6 135 10 7 6 7 7
"gene_id_334" 5 7 5 6 8 7 9 10 24 8 7 11 6 7 6 13 7 7 6 10 7 6 7 13 6 37 6 126 10 7 6 7 7
"gene_id_335" 5 7 5 6 8 7 9 10 23 8 5 11 6 7 6 14 7 7 7 10 7 6 7 16 6 40 7 125 10 5 10 5 6
"gene_id_336" 5 7 6 6 8 7 9 10 27 7 7 12 6 7 6 15 7 7 6 10 7 6 7 14 6 40 9 124 9 7 10 6 6
"gene_id_337" 5 7 7 6 6 7 9 6 23 7 7 7 6 5 6 11 7 7 6 9 7 6 6 15 6 47 13 138 6 7 7 7 7
"gene_id_338" 6 7 7 6 8 8 9 9 31 7 7 7 6 6 6 10 7 7 7 11 6 6 5 15 6 41 13 144 6 7 12 7 3
"gene_id_339" 5 7 7 6 10 8 9 10 37 7 7 9 6 6 6 20 9 7 8 11 8 6 7 17 6 45 15 142 10 6 12 7 5
"gene_id_340" 5 5 5 6 9 10 5 10 43 7 7 8 6 6 6 20 8 7 8 12 8 6 7 16 6 49 14 141 11 7 12 7 5
"gene_id_341" 5 7 7 6 14 5 12 11 34 7 7 12 6 5 6 25 5 7 10 7 7 6 7 17 6 41 5 141 13 8 11 7 2
"gene_id_342" 5 7 7 6 16 5 13 10 35 7 7 9 6 7 6 25 6 7 6 7 7 6 7 17 6 40 7 140 15 9 11 7 2
"gene_id_343" 5 7 7 6 13 7 13 6 46 8 7 15 6 7 6 28 5 6 10 10 7 6 7 18 6 39 12 134 15 8 8 7 10
"gene_id_344" 7 7 7 6 5 7 8 5 21 7 7 7 6 7 6 9 10 7 10 16 7 6 5 17 6 31 7 155 10 7 18 6 4
"gene_id_345" 6 7 7 6 8 5 7 5 23 7 7 6 6 7 6 11 8 7 10 17 7 6 5 17 6 28 6 164 10 7 15 5 9
"gene_id_346" 7 5 7 6 5 6 9 7 26 7 5 10 6 7 6 12 9 7 11 17 7 6 7 14 6 37 11 159 11 7 21 7 6
"gene_id_347" 6 7 7 6 6 5 10 12 23 5 6 20 6 7 6 15 7 7 9 14 7 6 7 17 6 39 11 157 13 7 16 7 10
"gene_id_348" 6 7 7 6 8 7 11 17 23 7 7 19 6 7 6 7 8 7 8 10 7 6 7 17 6 62 12 127 9 7 13 8 10
"gene_id_349" 7 7 7 6 9 7 10 16 31 7 7 20 6 7 6 10 8 7 7 9 7 6 5 14 6 62 9 127 9 7 12 6 8
"gene_id_350" 11 7 7 6 5 7 13 10 17 7 7 20 6 7 6 14 7 7 6 12 7 6 9 15 6 53 6 142 10 7 22 7 5
"gene_id_351" 10 7 7 6 6 7 12 5 18 5 7 20 6 7 6 18 7 7 8 11 7 6 9 14 6 51 7 158 11 7 23 5 12
"gene_id_352" 8 7 7 6 6 7 8 5 18 5 7 22 6 7 6 17 7 7 8 9 7 6 9 14 6 48 10 150 9 7 15 7 5
"gene_id_353" 9 7 7 6 6 7 9 5 17 5 7 20 6 7 6 20 9 7 8 11 7 6 8 13 6 50 11 149 10 7 16 7 10
"gene_id_354" 5 7 7 6 9 5 8 7 13 6 7 12 6 7 6 17 7 5 6 11 5 6 7 15 6 44 13 148 11 7 13 7 10
"gene_id_355" 7 9 7 6 13 6 10 5 18 9 5 10 6 7 6 16 5 7 9 8 7 6 7 8 6 31 14 134 7 14 13 7 7
"gene_id_356" 6 10 7 5 10 6 13 9 24 7 7 8 6 7 6 17 7 7 8 8 7 6 6 8 6 24 12 137 7 14 14 7 4
"gene_id_357" 6 9 7 5 8 6 14 10 21 7 5 9 6 7 6 18 5 7 9 7 7 6 6 8 6 21 14 140 9 14 15 7 10
"gene_id_358" 6 8 7 6 8 7 12 13 34 6 7 11 6 7 6 22 7 5 11 8 7 6 9 14 6 32 10 141 9 11 14 7 10
"gene_id_359" 5 9 7 6 10 7 11 19 39 8 7 10 6 5 6 18 7 7 8 10 7 6 10 16 6 41 12 158 6 12 12 7 6
"gene_id_360" 5 7 7 6 8 7 12 13 26 9 7 6 6 7 6 15 5 7 5 12 7 6 11 14 6 36 8 167 5 13 6 7 4
"gene_id_361" 6 6 7 6 9 6 15 11 22 8 7 11 6 7 6 16 7 7 6 10 5 6 7 11 6 31 8 182 5 11 9 7 5
"gene_id_362" 5 6 7 6 9 6 14 11 20 8 7 11 6 7 6 16 6 7 5 10 5 6 6 11 6 27 7 186 5 10 9 7 7
"gene_id_363" 6 7 7 6 10 6 13 11 19 7 8 11 6 7 6 17 5 7 6 10 7 6 7 10 6 28 7 178 5 11 8 7 6
"gene_id_364" 6 6 7 6 9 6 12 10 12 5 8 11 6 7 6 18 7 7 5 10 7 6 7 10 6 31 6 175 5 9 5 7 4
"gene_id_365" 6 6 7 6 9 6 12 10 11 5 8 11 6 7 6 17 7 7 8 9 6 6 7 12 6 30 5 188 7 9 10 7 7
"gene_id_366" 6 5 7 6 7 6 12 10 12 5 8 11 6 7 6 17 7 7 5 9 7 6 7 11 6 30 5 179 7 8 6 7 4
